OTU	Pelagic01_2000uM	Pelagic01_1000uM	Pelagic1_500uM	Pelagic1_100uM	Pelagic1_Placa	LEK-01_Placa	LEK-01_100uM	LEK-01_500uM	LEK-02_Placa	LEK-02_100uM	LEK-02_500uM	LEK-02_2000uM	LEK-03_Placa	LEK-03_100uM	LEK-03_500uM	LEK-03_2000uM	PAS-01_Placa	PAS-01_100uM	PAS-01_500uM	PAS-02_Placa	PAS-02_100uM	PAS-02_500uM	PAS-02_2000uM	PAS-03_Placa	PAS-03_100uM	PAS-03_500uM	PAS-03_2000uM	ZUM-01_Placa	ZUM-01_100uM	ZUM-01_500uM	ZUM-01_2000uM	ZUM-02_Placa	ZUM-02_100uM	ZUM-02_500uM	ZUM-02_2000uM	ZUM-03_Placa	ZUM-03_100uM	ZUM-03_500uM	classification
SWARM_22439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Mollusca;Gastropoda;Nudibranchia;Trinchesiidae;Catriona;Catriona aurantia
SWARM_6118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Arthropoda;Malacostraca
SWARM_10822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Cnidaria;Hydrozoa;Leptothecata;Aglaopheniidae;Aglaophenia;Aglaophenia octodonta
SWARM_2132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Porifera;Demospongiae;Suberitida;Suberitidae
SWARM_338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	3	0	0	0	0	8	Cellular organisms;Eukaryota;Amorphea;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphipholis;Amphipholis squamata
SWARM_2036	3	0	0	0	0	2	0	0	4	0	0	0	1	0	0	0	3	0	0	10	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Mollusca;Bivalvia;Ostreida;Gryphaeidae;Neopycnodonte
SWARM_11771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Echinodermata;Echinoidea;Spatangoida;Loveniidae;Echinocardium;Echinocardium cordatum
SWARM_331	0	0	0	0	0	0	0	8	0	9	5	2	0	2	12	29	0	1	0	0	0	0	0	0	0	0	0	0	3	2	9	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Mollusca;Bivalvia;Limoida;Limidae;Limaria
SWARM_9	5096	11	38	111	21323	0	0	0	0	0	0	0	0	0	0	0	21	0	0	104	0	0	0	796	0	0	24	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Mollusca;Bivalvia;Ostreida;Ostreidae;Ostrea;Ostrea stentina
SWARM_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	74	3290	149	24	0	0	0	0	2	Cellular organisms;Eukaryota;Amorphea;Metazoa;Cnidaria;Anthozoa;Actiniaria
SWARM_3	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1049	0	0	0	1222	0	9	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Chordata;Actinopteri;Gadiformes;Gaidropsaridae;Gaidropsarus
SWARM_1	135	173	0	0	0	39	435	0	133	47	25	63	331	436	130	120	18	0	17	85	0	6	110	29	12	46	76	891	243	478	67	805	38	1088	16	503	43	131	Cellular organisms;Eukaryota;Amorphea;Metazoa;Annelida;Polychaeta;Phyllodocida;Nereididae;Platynereis;Platynereis dumerilii
SWARM_1630	0	0	7	53	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Mollusca;Gastropoda;Nudibranchia;Trinchesiidae
SWARM_1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	32	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Arthropoda;Malacostraca
SWARM_1634	0	0	0	0	0	10	0	0	3	1	0	0	4	0	0	0	1	29	0	2	4	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Cnidaria;Hydrozoa;Leptothecata;Obeliidae;Obelia;Obelia dichotoma
SWARM_1228	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Arthropoda;Malacostraca;Decapoda;Inachidae;Macropodia
SWARM_1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;Pagurus cuanensis
SWARM_631	58	18	32	24	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Bryozoa;Gymnolaemata
SWARM_4265	1	0	1	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Cnidaria;Hydrozoa;Siphonophorae;Diphyidae;Muggiaea
SWARM_7280	0	0	0	6	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Cnidaria;Hydrozoa
SWARM_3516	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	7	0	3	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Bryozoa;Gymnolaemata;Ctenostomatida;Vesiculariidae;Amathia;Amathia lendigera
SWARM_149	0	0	0	0	2	0	0	0	0	11	0	0	0	0	0	0	0	1	4	4	2	0	1	4	0	0	0	8	101	70	0	1	52	0	0	3	20	8	Cellular organisms;Eukaryota;Amorphea;Metazoa;Nemertea;Enopla
SWARM_4481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Chordata;Ascidiacea;Stolidobranchia;Pyuridae;Microcosmus;Microcosmus squamiger
SWARM_144	0	0	0	0	0	5	4	2	1	23	14	20	9	20	3	0	1	4	6	0	0	0	21	0	0	0	18	1	0	0	33	0	1	107	20	5	6	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Mollusca;Gastropoda;Cerithiidae;Cerithiidae (family);Bittium
SWARM_410	0	0	0	3	3	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	15	7	0	0	11	5	0	0	2	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Arthropoda;Branchiopoda;Diplostraca;Podonidae;Evadne
SWARM_141	0	0	0	0	0	64	3	76	5	2	2	923	83	12	61	284	0	0	2	0	0	0	0	4	0	2	0	0	0	104	2	0	8	19	0	3	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Arthropoda;Malacostraca
SWARM_416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	95	0	0	0	4	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Annelida;Polychaeta
SWARM_143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	3	0	0	1	3	4	Cellular organisms;Eukaryota;Amorphea;Metazoa;Nemertea;Enopla
SWARM_792	2	1	15	27	13	30	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Cnidaria;Hydrozoa;Leptothecata;Clytiidae
SWARM_793	0	0	5	13	1	46	28	10	82	13	5	1	152	6	0	4	0	49	1	15	24	12	9	20	28	1	1	1	3	1	0	0	11	4	0	6	3	3	Cellular organisms;Eukaryota;Amorphea;Metazoa;Cnidaria;Hydrozoa;Leptothecata;Clytiidae;Clytia;Clytia hemisphaerica
SWARM_794	0	0	0	0	0	0	42	0	0	0	21	0	3	33	0	2	0	28	5	0	29	0	0	3	16	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Annelida;Polychaeta;Phyllodocida;Syllidae;Proceraea;Proceraea aurantiaca
SWARM_799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	8	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Annelida;Polychaeta
SWARM_385	216	25	98	94	26	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Platyhelminthes;Rhabditophora
SWARM_4996	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Arthropoda;Thecostraca
SWARM_37	0	0	0	0	0	0	0	0	0	0	0	8612	35	0	0	1332	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	12	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Lepadogaster;Lepadogaster candolii
SWARM_1132	0	10	3	1	0	0	0	29	0	3	2	0	0	0	0	0	0	67	2	0	4	6	2	0	4	1	0	0	0	0	0	0	2	5	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Annelida;Polychaeta;Phyllodocida;Polynoidae;Polynoidae sp. BOLD
SWARM_1524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	3	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Mollusca;Polyplacophora;Chitonida
SWARM_34	173	123	950	571	6741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Cnidaria;Anthozoa;Actiniaria;Aiptasiidae
SWARM_3587	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Annelida;Polychaeta;Phyllodocida;Polynoidae;Polynoidae sp. BOLD
SWARM_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	75	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	9024	0	0	2	Cellular organisms;Eukaryota;Amorphea;Metazoa;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Marthasterias;Marthasterias glacialis
SWARM_1685	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Rotifera;Eurotatoria
SWARM_10676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	1	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Arthropoda;Malacostraca;Amphipoda
SWARM_1680	0	0	0	0	0	0	0	33	0	64	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Arthropoda;Malacostraca;Decapoda;Palaemonidae;Periclimenes;Periclimenes scriptus
SWARM_332	0	1	1	27	29	2	15	7	844	70	10	12	313	14	2	5	0	6	1	174	62	13	4	5	4	2	0	1	1	0	0	0	1	0	0	3	4	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Cnidaria;Hydrozoa;Leptothecata;Obeliidae;Obelia;Obelia geniculata
SWARM_247	56	5	8	168	1326	0	0	0	13	0	0	0	46	0	0	0	2	1	0	20	0	0	2	60	0	1	2	0	0	0	0	0	0	0	0	8	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Arthropoda;Thecostraca;Balanomorpha;Balanidae;Balanus;Balanus trigonus
SWARM_24421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Arthropoda;Malacostraca;Amphipoda;Atylidae;Nototropis;Nototropis guttatus
SWARM_240	0	0	0	0	0	5	0	62	1	13	32	31	3	3	24	34	0	0	10	1	0	9	0	1	0	1	4	1	23	53	3	0	3	39	0	3	0	7	Cellular organisms;Eukaryota;Amorphea;Metazoa;Arthropoda;Malacostraca;Decapoda;Hippolytidae;Thoralus;Thoralus cranchii
SWARM_1541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	48	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Mollusca;Gastropoda;Neogastropoda;Nassariidae;Tritia;Tritia incrassata
SWARM_2816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Temora;Temora stylifera
SWARM_2425	0	0	0	8	0	3	2	1	12	1	0	1	12	2	0	1	0	12	0	0	2	1	0	1	1	0	0	0	0	0	0	0	3	0	0	1	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Cnidaria;Hydrozoa;Leptothecata;Clytiidae;Clytia
SWARM_846	1	0	0	1	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Mollusca;Bivalvia;Mytiloida;Mytilidae;Mytilus
SWARM_842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Micrura
SWARM_2239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida
SWARM_1355	2	0	0	3	16	0	0	0	0	0	0	0	0	0	0	0	0	18	1	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Platyhelminthes;Rhabditophora;Macrostomida;Microstomidae;Microstomum;Microstomum compositum
SWARM_1352	0	0	0	1	2	0	2	62	0	14	63	0	0	0	0	0	0	28	27	0	1	2	0	2	0	2	0	0	0	0	0	0	2	6	0	2	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Annelida;Polychaeta;Phyllodocida;Polynoidae;Polynoidae sp. BOLD
SWARM_915	3	0	10	9	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Nematoda;Enoplea
SWARM_1455	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	61	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Annelida;Polychaeta
SWARM_1454	0	0	0	0	0	0	0	5	0	10	20	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Mollusca;Gastropoda;Littorinimorpha;Eulimidae;Vitreolina
SWARM_1359	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Annelida;Polychaeta;Phyllodocida;Syllidae;Odontosyllis;Odontosyllis fulgurans
SWARM_7786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Arthropoda;Malacostraca;Decapoda;Pandalidae;Pandalina;Pandalina brevirostris
SWARM_2246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	11	0	0	1	2	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Nephtys hombergii
SWARM_7543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Mollusca;Gastropoda;Nudibranchia;Eubranchidae;Amphorina;Amphorina farrani
SWARM_1856	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0	9	0	0	1	6	0	0	0	0	0	0	0	2	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Annelida;Polychaeta;Sabellida;Serpulidae;Pomatoceros;Pomatoceros triqueter
SWARM_647	0	0	0	0	0	0	27	0	1	6	7	0	1	9	0	0	0	26	0	0	11	3	2	0	4	0	0	0	14	3	0	0	92	10	0	0	10	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Arthropoda;Malacostraca
SWARM_3721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Chordata;Ascidiacea
SWARM_5963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Entoprocta;Barentsiidae
SWARM_2251	0	0	0	0	0	57	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Mollusca;Gastropoda;Pleurobranchida;Pleurobranchidae;Berthella
SWARM_2498	0	0	0	0	0	0	5	0	0	28	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Mollusca;Gastropoda;Littorinimorpha;Eulimidae;Vitreolina
SWARM_838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	7	0	0	0	20	4	0	0	5	3	Cellular organisms;Eukaryota;Amorphea;Metazoa;Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;Glycera alba
SWARM_934	0	0	0	0	0	0	25	0	0	53	0	1	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Porifera;Demospongiae;Clionaida;Clionaidae;Cliona
SWARM_2557	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	3	0	0	1	9	0	0	0	1	Cellular organisms;Eukaryota;Amorphea;Metazoa;Mollusca;Gastropoda;Nudibranchia;Facelinidae;Facelina
SWARM_2490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	18	1	5	1	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Cnidaria;Hydrozoa;Leptothecata
SWARM_830	1	3	19	27	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Cnidaria;Hydrozoa;Leptothecata;Obeliidae
SWARM_5919	0	0	0	0	0	7	0	0	1	2	0	7	0	0	0	0	1	0	0	2	0	0	3	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Chordata;Ascidiacea;Phlebobranchia;Ascidiidae;Ascidia;Ascidia conchilega
SWARM_2495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Annelida;Polychaeta;Phyllodocida;Phyllodocidae
SWARM_3951	0	0	0	0	0	1	0	1	0	0	5	0	3	5	1	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Arthropoda;Malacostraca;Amphipoda;Ampithoidae;Ampithoe;Ampithoe rubricata
SWARM_1674	0	0	0	0	0	2	1	0	5	0	3	6	19	2	0	3	0	4	4	7	4	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Bryozoa;Gymnolaemata;Cheilostomatida;Hippothoidae;Celleporella
SWARM_4458	0	0	0	0	0	0	0	3	0	2	10	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Cnidaria;Hydrozoa
SWARM_4225	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Arthropoda;Malacostraca
SWARM_2483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Arthropoda;Malacostraca;Decapoda
SWARM_2081	0	0	0	0	0	12	18	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Cnidaria;Hydrozoa;Leptothecata;Plumulariidae;Plumularia
SWARM_1778	0	0	0	0	0	0	4	0	0	4	0	1	0	11	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Mollusca;Gastropoda;Plakobranchidae;Plakobranchidae (family);Elysia
SWARM_2085	24	13	16	2	29	2	9	0	0	16	0	0	2	9	2	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Mollusca;Bivalvia;Mytiloida;Mytilidae;Modiolus;Modiolus barbatus
SWARM_4478	0	0	0	0	0	0	0	0	0	2	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Mollusca;Gastropoda
SWARM_3887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	7	4	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Nemertea;Palaeonemertea;Cephalotrichidae;Cephalotrichidae (family);Cephalothrix
SWARM_2674	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Mollusca;Gastropoda;Nudibranchia;Facelinidae;Facelina
SWARM_3253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	3	8	0	0	0	1	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Chordata;Chondrichthyes;Squaliformes
SWARM_569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	1	0	1	0	0	0	0	0	0	151	36	7	2	0	0	0	Cellular organisms;Eukaryota;Amorphea;Metazoa;Cnidaria;Hydrozoa;Leptothecata;Aglaopheniidae;Aglaophenia
